model,fish_id,view,frame,img_path,confidence,x1,y1,x2,y2,box_w_px,box_h_px,img_w,img_h,num_detections
YOLO12m,fish01,top,176,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-176.jpg,0.7935,368.8,238.6,420.4,285.7,51.6,47.1,640,360,1
YOLO12m,fish01,top,177,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-177.jpg,0.803,367.8,237.5,420.5,285.9,52.7,48.4,640,360,1
YOLO12m,fish01,top,178,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-178.jpg,0.8164,368.0,236.7,419.6,287.2,51.5,50.4,640,360,1
YOLO12m,fish01,top,179,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-179.jpg,0.8169,368.2,235.9,419.2,288.2,51.0,52.3,640,360,1
YOLO12m,fish01,top,180,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-180.jpg,0.8044,368.8,234.9,419.2,289.6,50.5,54.7,640,360,1
YOLO12m,fish01,top,181,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-181.jpg,0.8053,367.0,234.1,419.5,290.3,52.5,56.2,640,360,1
YOLO12m,fish01,top,182,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-182.jpg,0.7918,366.4,235.0,419.2,289.2,52.8,54.2,640,360,1
YOLO12m,fish01,top,183,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-183.jpg,0.772,367.1,236.5,418.4,288.2,51.3,51.7,640,360,1
YOLO12m,fish01,top,184,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-184.jpg,0.7569,367.3,235.6,417.6,288.8,50.3,53.3,640,360,1
YOLO12m,fish01,top,185,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-185.jpg,0.7797,366.6,235.0,415.6,286.7,49.1,51.7,640,360,1
YOLO12m,fish01,top,186,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-186.jpg,0.766,368.4,236.0,415.0,285.8,46.6,49.9,640,360,1
YOLO12m,fish01,top,187,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-187.jpg,0.7771,367.6,233.8,415.0,287.7,47.4,53.8,640,360,1
YOLO12m,fish01,top,188,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-188.jpg,0.7769,367.6,233.2,414.8,288.5,47.2,55.3,640,360,1
YOLO12m,fish01,top,189,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-189.jpg,0.7666,368.4,234.7,414.0,289.1,45.6,54.4,640,360,1
YOLO12m,fish01,top,190,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-190.jpg,0.7439,368.3,231.4,413.3,288.9,45.0,57.5,640,360,1
YOLO12m,fish01,top,191,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-191.jpg,0.7219,368.8,228.5,412.4,286.5,43.6,58.0,640,360,1
YOLO12m,fish01,top,192,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-192.jpg,0.6964,367.9,229.1,412.0,287.3,44.1,58.2,640,360,1
YOLO12m,fish01,top,193,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-193.jpg,0.6771,368.4,227.6,410.6,282.7,42.2,55.2,640,360,1
YOLO12m,fish01,top,3417,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3417.jpg,0.8078,395.1,174.2,426.0,246.5,30.9,72.3,640,360,1
YOLO12m,fish01,top,3418,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3418.jpg,0.8206,394.8,176.6,425.5,247.6,30.7,71.0,640,360,1
YOLO12m,fish01,top,3419,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3419.jpg,0.8107,395.1,177.5,425.0,247.8,29.9,70.3,640,360,1
YOLO12m,fish01,top,3420,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3420.jpg,0.8002,393.6,178.7,424.6,249.2,31.0,70.5,640,360,1
YOLO12m,fish01,top,3421,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3421.jpg,0.7923,393.1,179.9,423.1,250.7,30.0,70.8,640,360,1
YOLO12m,fish01,top,3422,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3422.jpg,0.7957,393.0,181.6,422.0,251.6,29.0,70.1,640,360,1
YOLO12m,fish01,top,3423,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3423.jpg,0.7966,392.9,182.5,421.9,252.9,29.0,70.4,640,360,1
YOLO12m,fish01,top,3424,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3424.jpg,0.7932,393.0,185.3,421.5,253.5,28.5,68.2,640,360,1
YOLO12m,fish01,top,3425,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3425.jpg,0.8166,392.9,187.0,421.3,254.7,28.4,67.7,640,360,1
YOLO12m,fish01,top,3426,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3426.jpg,0.804,392.8,186.7,420.9,255.5,28.1,68.8,640,360,1
YOLO12m,fish01,top,3427,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3427.jpg,0.8039,393.2,187.5,419.9,256.5,26.7,69.0,640,360,1
YOLO12m,fish01,top,3428,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3428.jpg,0.8228,392.8,187.9,420.3,256.8,27.5,68.8,640,360,1
YOLO12m,fish01,top,3429,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3429.jpg,0.7992,392.8,189.2,419.4,258.3,26.6,69.0,640,360,1
YOLO12m,fish01,top,3430,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3430.jpg,0.7886,392.7,189.4,419.6,259.1,26.9,69.7,640,360,1
YOLO12m,fish01,top,3431,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3431.jpg,0.7764,392.1,189.2,419.6,258.1,27.5,68.9,640,360,1
YOLO12m,fish01,top,3432,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3432.jpg,0.7943,391.4,190.6,419.7,262.2,28.3,71.6,640,360,1
YOLO12m,fish01,top,3433,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3433.jpg,0.8169,391.3,191.6,420.1,263.1,28.7,71.5,640,360,1
YOLO12m,fish01,top,3434,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3434.jpg,0.8086,391.1,192.0,419.6,263.0,28.5,71.0,640,360,1
YOLO12m,fish01,top,3435,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3435.jpg,0.8085,390.7,192.9,418.1,263.9,27.5,70.9,640,360,1
YOLO12m,fish01,top,3436,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3436.jpg,0.809,390.7,192.6,417.6,264.4,26.9,71.7,640,360,1
YOLO12m,fish01,top,3437,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3437.jpg,0.8078,390.9,193.6,417.3,264.9,26.4,71.2,640,360,1
YOLO12m,fish01,top,3438,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3438.jpg,0.7937,390.6,193.8,416.9,265.1,26.3,71.3,640,360,1
YOLO12m,fish01,top,3439,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3439.jpg,0.7926,389.8,194.6,417.1,266.8,27.3,72.1,640,360,1
YOLO12m,fish01,top,3440,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3440.jpg,0.7901,390.0,195.7,416.8,266.5,26.8,70.9,640,360,1
YOLO12m,fish01,top,3441,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3441.jpg,0.8101,389.3,195.4,417.2,267.2,27.8,71.7,640,360,1
YOLO12m,fish01,top,3442,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3442.jpg,0.8001,389.4,195.1,416.7,267.2,27.4,72.1,640,360,1
YOLO12m,fish01,top,3443,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3443.jpg,0.811,388.1,195.0,417.2,268.1,29.1,73.1,640,360,1
YOLO12m,fish01,top,3444,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3444.jpg,0.8172,387.9,195.6,417.7,269.0,29.8,73.5,640,360,1
YOLO12m,fish01,top,3445,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3445.jpg,0.8105,387.6,196.0,417.3,269.3,29.7,73.4,640,360,1
YOLO12m,fish01,top,3446,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3446.jpg,0.8101,387.6,196.9,417.3,269.9,29.8,73.0,640,360,1
YOLO12m,fish01,top,3447,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3447.jpg,0.8441,387.2,192.5,417.9,272.8,30.7,80.3,640,360,1
YOLO12m,fish01,top,3448,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3448.jpg,0.8504,387.0,193.1,417.6,272.9,30.6,79.8,640,360,1
YOLO12m,fish01,top,3449,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3449.jpg,0.8527,387.0,193.1,417.1,274.1,30.1,81.0,640,360,1
YOLO12m,fish01,top,3450,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3450.jpg,0.8593,386.7,193.4,416.4,274.2,29.7,80.8,640,360,1
YOLO12m,fish01,top,3451,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3451.jpg,0.855,386.7,193.5,416.6,274.6,30.0,81.1,640,360,1
YOLO12m,fish01,top,3452,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3452.jpg,0.8608,386.7,194.0,416.6,274.9,29.9,80.9,640,360,1
YOLO12m,fish01,top,3453,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3453.jpg,0.8593,386.2,194.9,416.5,275.3,30.3,80.3,640,360,1
YOLO12m,fish01,top,3454,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3454.jpg,0.8593,386.2,194.7,416.5,275.9,30.2,81.2,640,360,1
YOLO12m,fish01,top,3455,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3455.jpg,0.8595,386.1,195.1,416.7,275.9,30.6,80.8,640,360,1
YOLO12m,fish01,top,3456,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3456.jpg,0.8598,385.7,195.9,416.9,276.7,31.2,80.8,640,360,1
YOLO12m,fish01,top,3457,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3457.jpg,0.8724,385.7,197.5,417.5,277.6,31.7,80.1,640,360,1
YOLO12m,fish01,top,3458,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3458.jpg,0.8767,385.8,197.7,417.8,278.5,32.0,80.8,640,360,1
YOLO12m,fish01,top,3459,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3459.jpg,0.874,385.7,198.4,417.6,278.6,31.9,80.2,640,360,1
YOLO12m,fish01,top,3460,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3460.jpg,0.8771,385.6,199.1,417.9,279.7,32.2,80.5,640,360,1
YOLO12m,fish01,top,3461,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3461.jpg,0.8759,385.4,199.1,418.3,280.5,32.9,81.4,640,360,1
YOLO12m,fish01,top,3462,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3462.jpg,0.875,385.6,199.2,418.0,280.8,32.4,81.6,640,360,1
YOLO12m,fish01,top,3463,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3463.jpg,0.8717,385.4,199.7,417.8,281.3,32.3,81.6,640,360,1
YOLO12m,fish01,top,3464,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3464.jpg,0.8718,385.3,200.0,417.9,281.9,32.6,81.9,640,360,1
YOLO12m,fish01,top,3465,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3465.jpg,0.8737,385.3,201.2,417.6,282.1,32.2,80.9,640,360,1
YOLO12m,fish01,top,3466,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3466.jpg,0.8763,385.2,201.4,417.7,282.4,32.5,81.0,640,360,1
YOLO12m,fish01,top,3467,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3467.jpg,0.8762,385.0,201.2,417.8,283.4,32.9,82.2,640,360,1
YOLO12m,fish01,top,3468,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-3468.jpg,0.8728,384.9,201.4,418.1,283.4,33.2,81.9,640,360,1
